,Unnamed: 0,RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,seen_ep1,seen_ep2,seen_ep3,seen_ep4,seen_ep5,seen_ep6,Please rank the Star Wars films in order of preference with 1 being your favorite film in the franchise and 6 being your least favorite film.,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,"Please state whether you view the following characters favorably, unfavorably, or are unfamiliar with him/her.",Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region)
875,875,3289489736,True,True,True,True,True,True,True,True,3.0,4.0,5.0,2.0,1.0,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Greedo,No,,Yes,Female,45-60,"$25,000 - $49,999",Bachelor degree,West North Central
876,876,3289485680,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,"$150,000+",Graduate degree,West South Central
877,877,3289484757,True,True,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Han,No,,Yes,Female,30-44,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
878,878,3289481873,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,West North Central
879,879,3289481310,True,False,True,True,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Male,> 60,,Bachelor degree,South Atlantic
880,880,3289472648,True,True,True,True,True,True,True,True,1.0,5.0,2.0,3.0,4.0,6.0,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Greedo,Yes,Yes,Yes,Female,18-29,"$0 - $24,999",Bachelor degree,Middle Atlantic
881,881,3289469330,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,West North Central
882,882,3289467778,True,True,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,Yes,Male,45-60,"$50,000 - $99,999",Bachelor degree,West North Central
883,883,3289467324,True,True,False,False,True,False,True,True,4.0,5.0,3.0,6.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Greedo,No,,Yes,Female,45-60,"$100,000 - $149,999",Bachelor degree,Mountain
884,884,3289463626,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,45-60,"$50,000 - $99,999",Graduate degree,East South Central
885,885,3289463066,True,True,True,True,True,True,True,True,1.0,3.0,2.0,4.0,5.0,6.0,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Han,Yes,No,Yes,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,East North Central
886,886,3289459695,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,887,3289458608,True,True,True,True,True,True,True,True,5.0,6.0,4.0,1.0,3.0,2.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Greedo,Yes,No,Yes,Female,18-29,"$50,000 - $99,999",Bachelor degree,South Atlantic
888,888,3289453110,True,True,True,True,True,True,True,True,1.0,3.0,2.0,4.0,5.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,,,,,,,,,
889,889,3289450247,True,False,False,False,False,False,True,False,,3.0,2.0,5.0,1.0,4.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very unfavorably,Very favorably,Unfamiliar (N/A),,Very favorably,Very favorably,,,Very favorably,I don't understand this question,No,,No,Female,> 60,"$50,000 - $99,999",Graduate degree,New England
890,890,3289450050,True,False,False,True,True,False,True,True,6.0,2.0,1.0,3.0,4.0,5.0,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),,Somewhat unfavorably,Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),I don't understand this question,No,,No,Female,> 60,"$0 - $24,999",Some college or Associate degree,East North Central
891,891,3289449176,True,False,True,False,False,True,True,False,3.0,5.0,6.0,1.0,2.0,4.0,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,Yes,Female,30-44,,Bachelor degree,East North Central
892,892,3289448435,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,3.0,1.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,Yes,Yes,Yes,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
893,893,3289445841,True,True,True,True,True,True,True,True,2.0,1.0,3.0,4.0,5.0,6.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Han,No,,Yes,Female,45-60,"$150,000+",Bachelor degree,West South Central
894,894,3289437997,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$50,000 - $99,999",Bachelor degree,Mountain
895,895,3289436437,True,True,True,True,True,True,True,True,4.0,6.0,5.0,2.0,1.0,3.0,Very favorably,Very favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Han,Yes,Yes,Yes,Male,30-44,,Bachelor degree,East North Central
896,896,3289434297,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,Yes,Yes,Male,45-60,"$0 - $24,999",High school degree,Middle Atlantic
897,897,3289425578,True,True,True,True,True,True,True,True,6.0,5.0,2.0,3.0,1.0,4.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Very unfavorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Very favorably,Greedo,No,,No,Female,45-60,,Graduate degree,South Atlantic
898,898,3289423303,True,True,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,I don't understand this question,No,,Yes,Female,45-60,"$150,000+",Graduate degree,South Atlantic
899,899,3289419064,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic
900,900,3289418012,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,901,3289416615,True,True,True,False,False,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Greedo,No,,Yes,Male,45-60,"$0 - $24,999",Some college or Associate degree,West North Central
902,902,3289415200,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
903,903,3289414959,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,Yes,Yes,Yes,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,West South Central
904,904,3289414036,True,False,True,False,False,False,True,False,2.0,3.0,4.0,5.0,6.0,1.0,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,45-60,"$0 - $24,999",Some college or Associate degree,South Atlantic
905,905,3289410507,True,True,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,,,,,,,,,
906,906,3289410455,True,True,True,True,True,True,True,True,5.0,6.0,4.0,2.0,1.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,Yes,No,Yes,Male,18-29,"$150,000+",Graduate degree,South Atlantic
907,907,3289398157,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
908,908,3289394268,True,True,False,True,False,False,False,False,4.0,5.0,3.0,6.0,2.0,1.0,Very favorably,Somewhat favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),I don't understand this question,Yes,Yes,No,Female,18-29,"$25,000 - $49,999",Bachelor degree,West North Central
909,909,3289393495,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),I don't understand this question,No,,No,Male,> 60,"$25,000 - $49,999",Bachelor degree,South Atlantic
910,910,3289392497,True,True,True,True,True,True,True,True,6.0,4.0,5.0,2.0,3.0,1.0,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Han,No,,Yes,Female,30-44,"$0 - $24,999",High school degree,East North Central
911,911,3289383220,True,False,True,False,False,False,True,False,1.0,4.0,5.0,2.0,6.0,3.0,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,West South Central
912,912,3289381739,True,True,True,True,True,True,True,True,6.0,1.0,2.0,3.0,4.0,5.0,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Han,No,,No,Female,45-60,,Some college or Associate degree,Pacific
913,913,3289374653,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,30-44,"$50,000 - $99,999",Bachelor degree,New England
914,914,3289370623,True,True,True,True,True,True,True,True,5.0,3.0,6.0,4.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Han,No,,No,Female,45-60,"$25,000 - $49,999",Bachelor degree,West North Central
915,915,3289369318,True,True,False,False,False,True,True,True,6.0,4.0,5.0,3.0,1.0,2.0,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Greedo,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Graduate degree,West North Central
916,916,3289363684,True,True,True,True,True,True,True,True,6.0,1.0,3.0,5.0,4.0,2.0,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very unfavorably,Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,I don't understand this question,No,,Yes,Male,18-29,"$50,000 - $99,999",Bachelor degree,West South Central
917,917,3289358306,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,,No,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
918,918,3289354975,True,True,True,True,True,True,True,True,5.0,6.0,4.0,3.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Han,No,,No,Female,18-29,"$0 - $24,999",Bachelor degree,New England
919,919,3289351950,True,True,True,True,True,True,True,True,1.0,3.0,5.0,6.0,2.0,4.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Han,No,,Yes,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
920,920,3289351379,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,No,,Yes,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Mountain
921,921,3289341349,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic
922,922,3289334585,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,923,3289334511,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,45-60,"$150,000+",Graduate degree,Pacific
924,924,3289322178,True,False,False,False,False,False,True,False,2.0,3.0,4.0,5.0,1.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Greedo,No,,No,Female,30-44,"$25,000 - $49,999",Bachelor degree,Pacific
925,925,3289321600,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),I don't understand this question,No,,No,Male,> 60,"$150,000+",Graduate degree,New England
926,926,3289317542,True,True,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Han,Yes,Yes,Yes,Male,30-44,,Graduate degree,Middle Atlantic
927,927,3289316592,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
928,928,3289311086,True,True,True,True,True,True,True,True,3.0,5.0,2.0,1.0,4.0,6.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,Female,> 60,"$50,000 - $99,999",,South Atlantic
929,929,3289305272,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
930,930,3289302743,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
931,931,3289301976,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,45-60,"$0 - $24,999",Some college or Associate degree,New England
932,932,3289282741,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,"$25,000 - $49,999",Bachelor degree,West South Central
933,933,3289281855,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,934,3289279767,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,"$25,000 - $49,999",Bachelor degree,East North Central
935,935,3289274314,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,3.0,2.0,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,Yes,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West South Central
936,936,3289274207,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,,Bachelor degree,West South Central
937,937,3289262699,True,False,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Very favorably,Greedo,No,,No,Female,30-44,"$50,000 - $99,999",Bachelor degree,East North Central
938,938,3289262511,True,False,True,True,True,True,True,True,1.0,3.0,2.0,6.0,4.0,5.0,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,Han,No,,No,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific
939,939,3289242777,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,"$100,000 - $149,999",Graduate degree,West North Central
940,940,3289236782,True,True,True,True,True,True,True,True,5.0,6.0,2.0,3.0,1.0,4.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),,Unfamiliar (N/A),I don't understand this question,No,,Yes,Male,30-44,,Some college or Associate degree,Middle Atlantic
941,941,3289198607,True,False,True,True,True,True,True,True,2.0,5.0,6.0,1.0,3.0,4.0,Somewhat unfavorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Han,Yes,No,No,Male,18-29,"$25,000 - $49,999",Graduate degree,New England
942,942,3289179421,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
943,943,3289178815,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,944,3289177383,True,True,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Han,Yes,Yes,Yes,Male,30-44,"$100,000 - $149,999",Some college or Associate degree,New England
945,945,3289172932,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,45-60,"$50,000 - $99,999",High school degree,South Atlantic
946,946,3289156917,True,True,True,True,True,True,True,True,6.0,3.0,5.0,1.0,2.0,4.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,Yes,Yes,Yes,Male,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
947,947,3289153001,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Somewhat unfavorably,Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Greedo,No,,No,,,,,
948,948,3289148779,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Somewhat unfavorably,Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Greedo,No,,No,Male,> 60,"$50,000 - $99,999",Graduate degree,West North Central
949,949,3289112999,True,False,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,45-60,"$150,000+",Bachelor degree,South Atlantic
950,950,3289095873,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),I don't understand this question,No,,No,Female,> 60,"$100,000 - $149,999",Graduate degree,Mountain
951,951,3289069642,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Han,No,,Yes,Male,30-44,,Some college or Associate degree,South Atlantic
952,952,3289064086,True,False,False,False,False,True,True,True,3.0,4.0,5.0,1.0,2.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Very unfavorably,Very unfavorably,Very favorably,I don't understand this question,No,,No,Female,30-44,,Graduate degree,Middle Atlantic
