,Unnamed: 0,RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,seen_ep1,seen_ep2,seen_ep3,seen_ep4,seen_ep5,seen_ep6,Please rank the Star Wars films in order of preference with 1 being your favorite film in the franchise and 6 being your least favorite film.,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,"Please state whether you view the following characters favorably, unfavorably, or are unfamiliar with him/her.",Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region)
681,681,3289943097,True,False,True,False,False,True,True,True,4.0,5.0,6.0,2.0,3.0,1.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Very favorably,Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Very favorably,Han,No,,No,Female,45-60,"$50,000 - $99,999",Graduate degree,Middle Atlantic
682,682,3289942520,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,18-29,"$50,000 - $99,999",Bachelor degree,East North Central
683,683,3289933137,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),,Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Pacific
684,684,3289927404,True,False,True,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,> 60,,Graduate degree,Pacific
685,685,3289924943,True,True,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,Yes,Yes,Yes,Female,45-60,"$150,000+",Bachelor degree,West South Central
686,686,3289923980,True,True,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
687,687,3289920249,True,True,True,True,True,True,True,True,5.0,4.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,I don't understand this question,No,,No,Female,18-29,"$150,000+",Bachelor degree,South Atlantic
688,688,3289919285,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,689,3289918842,True,False,False,False,False,False,True,True,1.0,2.0,4.0,5.0,6.0,3.0,Very favorably,Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Han,No,,No,Male,45-60,"$0 - $24,999",Some college or Associate degree,Pacific
690,690,3289914533,True,True,True,True,True,True,True,True,2.0,3.0,1.0,4.0,5.0,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Greedo,No,,No,Male,18-29,,Some college or Associate degree,Pacific
691,691,3289914097,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,I don't understand this question,No,,Yes,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
692,692,3289913649,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),I don't understand this question,No,,No,Male,> 60,"$0 - $24,999",Bachelor degree,Pacific
693,693,3289911175,True,True,False,False,False,True,True,True,5.0,6.0,4.0,3.0,2.0,1.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Greedo,No,,Yes,Male,> 60,,High school degree,Mountain
694,694,3289909917,True,True,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Greedo,No,,Yes,Male,45-60,"$150,000+",Some college or Associate degree,New England
695,695,3289907541,True,False,True,False,False,False,True,True,1.0,4.0,5.0,6.0,3.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
696,696,3289905986,True,False,True,True,True,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,Female,18-29,"$0 - $24,999",Bachelor degree,West North Central
697,697,3289905819,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
698,698,3289905044,True,True,True,True,True,True,True,True,6.0,5.0,2.0,4.0,3.0,1.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,I don't understand this question,No,,No,Female,30-44,"$25,000 - $49,999",High school degree,South Atlantic
699,699,3289903380,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
700,700,3289902920,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,2.0,1.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,Yes,No,Male,30-44,"$100,000 - $149,999",Graduate degree,New England
701,701,3289902115,True,False,False,False,False,False,True,False,2.0,3.0,4.0,5.0,1.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Female,30-44,"$50,000 - $99,999",Bachelor degree,New England
702,702,3289901820,True,True,True,True,True,True,True,True,5.0,6.0,3.0,1.0,4.0,2.0,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Han,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,West North Central
703,703,3289901633,True,False,True,True,True,True,True,True,5.0,4.0,6.0,2.0,1.0,3.0,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very unfavorably,Unfamiliar (N/A),Somewhat unfavorably,Somewhat unfavorably,Very unfavorably,Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Female,30-44,"$150,000+",Graduate degree,Middle Atlantic
704,704,3289897826,True,True,True,True,True,True,True,True,5.0,4.0,6.0,3.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Han,No,,Yes,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
705,705,3289896565,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Han,Yes,No,Yes,Female,30-44,"$25,000 - $49,999",Graduate degree,West South Central
706,706,3289895732,True,True,True,True,True,True,True,True,6.0,5.0,1.0,2.0,3.0,4.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat unfavorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Han,Yes,Yes,Yes,Female,18-29,"$25,000 - $49,999",Graduate degree,Pacific
707,707,3289894873,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,"$0 - $24,999",Less than high school degree,West North Central
708,708,3289891069,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,30-44,"$25,000 - $49,999",High school degree,Middle Atlantic
709,709,3289890495,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,45-60,,Bachelor degree,West North Central
710,710,3289888113,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,"$150,000+",Bachelor degree,East North Central
711,711,3289888015,True,True,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,No,No,Female,30-44,"$50,000 - $99,999",Graduate degree,Pacific
712,712,3289885747,True,False,True,True,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,,Yes,Male,> 60,"$100,000 - $149,999",Bachelor degree,East North Central
713,713,3289878528,True,True,True,True,True,True,True,True,6.0,4.0,5.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,No,Female,30-44,"$50,000 - $99,999",Bachelor degree,Mountain
714,714,3289877093,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Greedo,No,,Yes,Male,45-60,"$100,000 - $149,999",Graduate degree,West South Central
715,715,3289874408,True,True,True,True,True,True,True,True,6.0,5.0,3.0,2.0,1.0,4.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Han,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Less than high school degree,New England
716,716,3289873978,True,True,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Very unfavorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Female,45-60,"$50,000 - $99,999",Graduate degree,West North Central
717,717,3289870772,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Male,45-60,"$25,000 - $49,999",Graduate degree,East North Central
718,718,3289868197,True,True,True,True,True,True,True,True,3.0,4.0,5.0,6.0,2.0,1.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,I don't understand this question,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West South Central
719,719,3289866531,True,True,True,False,False,True,True,True,3.0,5.0,6.0,1.0,2.0,4.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,I don't understand this question,No,,No,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central
720,720,3289866259,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$100,000 - $149,999",Bachelor degree,East North Central
721,721,3289865550,True,False,False,False,True,False,True,True,3.0,4.0,5.0,6.0,2.0,1.0,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Unfamiliar (N/A),Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,Han,No,,No,Female,45-60,"$50,000 - $99,999",Bachelor degree,West North Central
722,722,3289864687,True,True,False,False,False,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very unfavorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Han,No,,No,Male,45-60,"$100,000 - $149,999",Bachelor degree,West North Central
723,723,3289862004,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,724,3289861464,True,True,False,False,False,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,Yes,No,Yes,Male,> 60,"$0 - $24,999",Bachelor degree,Mountain
725,725,3289857817,True,True,False,False,True,True,True,True,6.0,5.0,4.0,3.0,2.0,1.0,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very unfavorably,Very favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Han,No,,No,Female,30-44,"$50,000 - $99,999",Graduate degree,West North Central
726,726,3289856887,True,True,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Greedo,No,,No,Female,> 60,,Graduate degree,Middle Atlantic
727,727,3289856557,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,> 60,"$50,000 - $99,999",Bachelor degree,Mountain
728,728,3289855873,True,True,True,True,True,True,True,True,5.0,4.0,3.0,6.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Han,No,,Yes,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
729,729,3289854601,True,True,True,True,True,False,True,True,1.0,5.0,6.0,4.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,I don't understand this question,Yes,Yes,Yes,Male,> 60,,Bachelor degree,West South Central
730,730,3289848909,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
731,731,3289847932,True,True,True,True,True,True,True,True,5.0,2.0,1.0,6.0,3.0,4.0,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Han,Yes,Yes,No,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,East North Central
